"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07-06","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2019-07-13","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2019-07-20","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-07-27","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-08-03","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-08-10","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","10","","","","0"
"2019-08-17","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-08-24","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2019-08-31","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-09-07","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2019-09-14","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-09-21","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-09-28","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-10-05","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-10-12","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-10-19","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-10-26","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-11-02","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2019-11-09","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-11-16","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-11-23","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-11-30","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-12-07","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2019-12-14","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-12-21","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2019-12-28","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2020-01-04","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-01-11","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-01-18","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2020-01-25","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-02-01","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2020-02-08","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-02-15","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-02-22","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-02-29","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-03-07","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-03-14","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-03-21","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-03-28","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-04-04","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-04-11","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-04-18","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-04-25","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","40","","","","0"
"2020-05-02","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2020-05-09","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2020-05-16","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-05-23","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-05-30","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-06-06","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2020-06-13","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","10","","","","0"
"2020-06-20","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-06-27","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-07-04","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2020-07-11","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-07-18","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-07-25","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-08-01","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-08-08","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-08-15","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-08-22","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-08-29","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-09-05","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-09-12","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-09-19","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-09-26","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-10-03","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-10-10","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-10-17","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-10-24","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-10-31","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-11-07","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-11-14","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-11-21","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2020-11-28","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-12-05","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2020-12-12","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2020-12-19","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2020-12-26","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-01-02","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","45","","","","0"
"2021-01-09","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-01-16","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-01-23","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2021-01-30","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-02-06","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-02-13","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","40","","","","0"
"2021-02-20","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2021-02-27","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-03-06","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-03-13","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2021-03-20","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2021-03-27","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-04-03","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-04-10","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-04-17","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-04-24","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-05-01","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2021-05-08","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2021-05-15","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-05-22","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-05-29","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","25","","","","0"
"2021-06-05","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","35","","","","0"
"2021-06-12","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","30","","","","0"
"2021-06-19","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","20","","","","0"
"2021-06-26","Nova Scotia, place of occurrence","2016A000212","Age at time of death, 85 years and over","Males","Number of deaths","Number","223","units","0","v1161320379","4.5.2.1","15","","","","0"
"2019-01-05","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-01-12","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-01-19","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-01-26","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-02-02","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-02-09","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-02-16","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-02-23","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-03-02","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-03-09","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-03-16","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-03-23","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-03-30","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-04-06","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-04-13","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-04-20","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-04-27","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-05-04","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-05-11","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-05-18","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-05-25","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-06-01","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","10","","","","0"
"2019-06-08","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-06-15","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-06-22","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-06-29","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-07-06","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-07-13","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-07-20","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-07-27","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-08-03","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-08-10","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","10","","","","0"
"2019-08-17","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-08-24","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-08-31","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-09-07","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-09-14","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-09-21","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-09-28","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-10-05","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-10-12","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-10-19","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-10-26","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-11-02","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-11-09","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-11-16","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-11-23","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-11-30","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2019-12-07","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-12-14","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-12-21","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2019-12-28","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2020-01-04","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2020-01-11","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2020-01-18","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2020-01-25","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2020-02-01","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","0","","","","0"
"2020-02-08","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","10","","","","0"
"2020-02-15","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
"2020-02-22","New Brunswick, place of occurrence","2016A000213","Age at time of death, 0 to 44 years","Males","Number of deaths","Number","223","units","0","v1161320385","5.2.2.1","5","","","","0"
