"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-09-26","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-10-03","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-10-10","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-10-17","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-10-24","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-10-31","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-11-07","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-11-14","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-11-21","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-11-28","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-12-05","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-12-12","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-12-19","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2020-12-26","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-01-02","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-01-09","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-01-16","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-01-23","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-01-30","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-02-06","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-02-13","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-02-20","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-02-27","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-03-06","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-03-13","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-03-20","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-03-27","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-04-03","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-04-10","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-04-17","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-04-24","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-05-01","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-05-08","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-05-15","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-05-22","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-05-29","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-06-05","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-06-12","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-06-19","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2021-06-26","Prince Edward Island","2016A000211","Age at time of death, 65 to 84 years","Females","Number of deaths","Number","223","units","0","v1161320362","3.4.3.1","","..","","","0"
"2019-01-05","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-01-12","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-01-19","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-01-26","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-02-02","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-02-09","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-02-16","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-02-23","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-03-02","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-03-09","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-03-16","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-03-23","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-03-30","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-04-06","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-04-13","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-04-20","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-04-27","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-05-04","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","0","","","","0"
"2019-05-11","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-05-18","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-05-25","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","0","","","","0"
"2019-06-01","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-06-08","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","0","","","","0"
"2019-06-15","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-06-22","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-06-29","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-07-06","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-07-13","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-07-20","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-07-27","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","0","","","","0"
"2019-08-03","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-08-10","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-08-17","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-08-24","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-08-31","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-09-07","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-09-14","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-09-21","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-09-28","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-10-05","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-10-12","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","15","","","","0"
"2019-10-19","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-10-26","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-11-02","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-11-09","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2019-11-16","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","0","","","","0"
"2019-11-23","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-11-30","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-12-07","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-12-14","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-12-21","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","5","","","","0"
"2019-12-28","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","10","","","","0"
"2020-01-04","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-01-11","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-01-18","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-01-25","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-02-01","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-02-08","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-02-15","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-02-22","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-02-29","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-03-07","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-03-14","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-03-21","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-03-28","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-04-04","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-04-11","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-04-18","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-04-25","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-05-02","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-05-09","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-05-16","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-05-23","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-05-30","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-06-06","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-06-13","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-06-20","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-06-27","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-07-04","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-07-11","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-07-18","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-07-25","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-08-01","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-08-08","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-08-15","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-08-22","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-08-29","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-09-05","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-09-12","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-09-19","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-09-26","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-10-03","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-10-10","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-10-17","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-10-24","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-10-31","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-11-07","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-11-14","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-11-21","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-11-28","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-12-05","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-12-12","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-12-19","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2020-12-26","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-01-02","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-01-09","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-01-16","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-01-23","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-01-30","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-02-06","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-02-13","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-02-20","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-02-27","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-03-06","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-03-13","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-03-20","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-03-27","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-04-03","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-04-10","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-04-17","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-04-24","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-05-01","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-05-08","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-05-15","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-05-22","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-05-29","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-06-05","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-06-12","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-06-19","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2021-06-26","Prince Edward Island","2016A000211","Age at time of death, 85 years and over","Females","Number of deaths","Number","223","units","0","v1161320365","3.5.3.1","","..","","","0"
"2019-01-05","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","0","","","","0"
"2019-01-12","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","5","","","","0"
"2019-01-19","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","0","","","","0"
"2019-01-26","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","0","","","","0"
"2019-02-02","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","0","","","","0"
"2019-02-09","Nova Scotia","2016A000212","Age at time of death, 0 to 44 years","Females","Number of deaths","Number","223","units","0","v1161320371","4.2.3.1","0","","","","0"
