x,y,ID,TOTAL_RAIN,SNOW_ON_GROUND,TOTAL_SNOW_FLAG,TOTAL_SNOW,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,CLIMATE_IDENTIFIER,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,LOCAL_MONTH,PROVINCE_CODE,LOCAL_YEAR,STATION_NAME,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,MAX_TEMPERATURE,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,MIN_TEMPERATURE,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST
-118.17627777777778,50.958222222222226,1176755.2020.10.19,,2,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.9,1.5,,0,,2020-10-19 00:00:00,M,16.5,10.9,19,,,,0,,
-118.17627777777778,50.958222222222226,1176755.2020.10.20,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,6.3,3.8,,0,,2020-10-20 00:00:00,M,14.2,0.1,20,,,,1.3,,
-118.17627777777778,50.958222222222226,1176755.2020.10.21,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,8.6,4.9,,0,,2020-10-21 00:00:00,M,13.1,0,21,,,32,1.2,,32
-118.17627777777778,50.958222222222226,1176755.2020.10.22,,,,,,,1176755,,,,65,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.7,0.9,,0,,2020-10-22 00:00:00,,17.1,0,22,,,,-1.8,99,
-118.17627777777778,50.958222222222226,1176755.2020.10.23,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.7,-0.7,,0,,2020-10-23 00:00:00,M,18.7,5.3,23,,,,-2.1,,
-118.17627777777778,50.958222222222226,1176755.2020.10.24,,1,,,,,1176755,,,,33,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.9,-0.4,,0,,2020-10-24 00:00:00,,18.4,0,24,,,43,-2.7,97,36
-118.17627777777778,50.958222222222226,1176755.2020.10.25,,1,,,,,1176755,,,,46,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,-0.2,-3.5,,0,,2020-10-25 00:00:00,,21.5,0,25,,,31,-6.7,70,4
-118.17627777777778,50.958222222222226,1176755.2020.10.26,,2,,,,,1176755,,,,57,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.5,-0.8,,0,,2020-10-26 00:00:00,,18.8,0.6,26,,,,-3.2,93,
-118.17627777777778,50.958222222222226,1176755.2020.10.27,,1,,,,,1176755,,,,72,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.8,1.2,,0,,2020-10-27 00:00:00,,16.8,0.6,27,,,46,-1.5,99,18
-118.17627777777778,50.958222222222226,1176755.2020.10.28,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.5,0.8,,0,,2020-10-28 00:00:00,M,17.2,13.3,28,,,,0.1,,
-118.17627777777778,50.958222222222226,1176755.2020.10.29,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.7,2.9,,0,,2020-10-29 00:00:00,M,15.1,8.1,29,,,,1.2,,
-118.17627777777778,50.958222222222226,1176755.2020.10.30,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,7.6,4.6,,0,,2020-10-30 00:00:00,M,13.4,4.2,30,,,,1.7,,
-118.17627777777778,50.958222222222226,1176755.2020.10.31,,,,,M,,1176755,,,,,10,BC,2020,REVELSTOKE AIRPORT AUTO,,,5.3,1.9,,0,,2020-10-31 00:00:00,M,16.1,0,31,,,,-1.6,,
-118.17627777777778,50.958222222222226,1176755.2020.11.1,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,6.8,3.1,,0,,2020-11-01 00:00:00,M,14.9,0,1,,,,-0.5,,
-118.17627777777778,50.958222222222226,1176755.2020.11.2,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.4,2.4,,0,,2020-11-02 00:00:00,M,15.6,0,2,,,,0.3,,
-118.17627777777778,50.958222222222226,1176755.2020.11.3,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.6,3.7,,0,,2020-11-03 00:00:00,M,14.3,9.6,3,,,,2.7,,
-118.17627777777778,50.958222222222226,1176755.2020.11.4,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,7.8,5.9,,0,,2020-11-04 00:00:00,M,12.1,11.2,4,,,,3.9,,
-118.17627777777778,50.958222222222226,1176755.2020.11.5,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,13.2,8.8,,0,,2020-11-05 00:00:00,M,9.2,1.9,5,,,40,4.4,,35
-118.17627777777778,50.958222222222226,1176755.2020.11.6,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,7.7,2.8,,0,,2020-11-06 00:00:00,M,15.2,0,6,,,37,-2,,35
-118.17627777777778,50.958222222222226,1176755.2020.11.7,,,,,M,M,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.5,0.8,,0,,2020-11-07 00:00:00,M,17.2,0,7,,,35,-2.9,,
-118.17627777777778,50.958222222222226,1176755.2020.11.8,,,,,,,1176755,,,,28,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,5.1,2.5,,0,,2020-11-08 00:00:00,,15.5,0.6,8,,,60,-0.1,53,36
-118.17627777777778,50.958222222222226,1176755.2020.11.9,,,,,,,1176755,,,,55,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,1,-2.4,,0,,2020-11-09 00:00:00,,20.4,2.6,9,,,,-5.8,99,
-118.17627777777778,50.958222222222226,1176755.2020.11.10,,6,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.1,-0.3,,0,,2020-11-10 00:00:00,M,18.3,2.3,10,,,,-1.8,,
-118.17627777777778,50.958222222222226,1176755.2020.11.11,,5,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.5,-1.2,,0,,2020-11-11 00:00:00,M,19.2,0,11,,,,-2.9,,
-118.17627777777778,50.958222222222226,1176755.2020.11.12,,2,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.8,-0.3,,0,,2020-11-12 00:00:00,M,18.3,0,12,,,41,-2.4,,19
-118.17627777777778,50.958222222222226,1176755.2020.11.13,,4,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.3,0.5,,0,,2020-11-13 00:00:00,M,17.5,17.3,13,,,48,-0.2,,17
-118.17627777777778,50.958222222222226,1176755.2020.11.14,,17,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.1,-0.6,,0,,2020-11-14 00:00:00,M,18.6,0,14,,,,-3.3,,
-118.17627777777778,50.958222222222226,1176755.2020.11.15,,15,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.5,1.9,,0,,2020-11-15 00:00:00,M,16.1,0,15,,,49,0.2,,18
-118.17627777777778,50.958222222222226,1176755.2020.11.16,,9,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.4,2.3,,0,,2020-11-16 00:00:00,M,15.7,3.9,16,,,,0.1,,
-118.17627777777778,50.958222222222226,1176755.2020.11.17,,9,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4,2,,0,,2020-11-17 00:00:00,M,16,6,17,,,,0,,
-118.17627777777778,50.958222222222226,1176755.2020.11.18,,6,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.2,2.2,,0,,2020-11-18 00:00:00,M,15.8,12.3,18,,,,1.3,,
-118.17627777777778,50.958222222222226,1176755.2020.11.19,,5,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.6,2.2,,0,,2020-11-19 00:00:00,M,15.8,9.3,19,,,39,-0.2,,1
-118.17627777777778,50.958222222222226,1176755.2020.11.20,,3,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.9,1.8,,0,,2020-11-20 00:00:00,M,16.2,0.2,20,,,46,-0.2,,20
-118.17627777777778,50.958222222222226,1176755.2020.11.21,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,6,3.3,,0,,2020-11-21 00:00:00,M,14.7,0.4,21,,,,0.7,,
-118.17627777777778,50.958222222222226,1176755.2020.11.22,,,,,,,1176755,,,,65,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4,2.4,,0,,2020-11-22 00:00:00,,15.6,0,22,,,,0.8,93,
-118.17627777777778,50.958222222222226,1176755.2020.11.23,,,,,,,1176755,,,,90,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.8,1.6,,0,,2020-11-23 00:00:00,,16.4,0,23,,,,0.5,99,
-118.17627777777778,50.958222222222226,1176755.2020.11.24,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.6,3.1,,0,,2020-11-24 00:00:00,M,14.9,0,24,,,63,1.7,,18
-118.17627777777778,50.958222222222226,1176755.2020.11.25,,,,,M,M,1176755,M,M,M,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,M,,,M,,M,2020-11-25 00:00:00,M,,,25,M,,,,,
-118.17627777777778,50.958222222222226,1176755.2020.11.26,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.1,1.5,,0,,2020-11-26 00:00:00,M,16.5,0,26,,,,-1.1,,
-118.17627777777778,50.958222222222226,1176755.2020.11.27,,,,,,,1176755,,,,62,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,6.3,4.9,,0,,2020-11-27 00:00:00,,13.1,0.5,27,,,60,3.5,81,17
-118.17627777777778,50.958222222222226,1176755.2020.11.28,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,6.9,2,,0,,2020-11-28 00:00:00,M,16,0.1,28,,,50,-2.9,,18
-118.17627777777778,50.958222222222226,1176755.2020.11.29,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,3.3,-0.2,,0,,2020-11-29 00:00:00,M,18.2,0,29,,,,-3.7,,
-118.17627777777778,50.958222222222226,1176755.2020.11.30,,,,,M,,1176755,,,,,11,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.2,0.8,,0,,2020-11-30 00:00:00,M,17.2,6.7,30,,,,-0.6,,
-118.17627777777778,50.958222222222226,1176755.2020.12.1,,1,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.4,-1.4,,0,,2020-12-01 00:00:00,M,19.4,0,1,,,,-5.1,,
-118.17627777777778,50.958222222222226,1176755.2020.12.2,,1,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-1.8,-4.2,,0,,2020-12-02 00:00:00,M,22.2,0,2,,,,-6.5,,
-118.17627777777778,50.958222222222226,1176755.2020.12.3,,1,,,,,1176755,,,,84,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-1.4,-2.4,,0,,2020-12-03 00:00:00,,20.4,0,3,,,,-3.5,94,
-118.17627777777778,50.958222222222226,1176755.2020.12.4,,1,,,,,1176755,,,,79,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.3,-0.7,,0,,2020-12-04 00:00:00,,18.7,0,4,,,,-1.6,95,
-118.17627777777778,50.958222222222226,1176755.2020.12.5,,2,,,,,1176755,,,,82,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-0.6,-1.6,,0,,2020-12-05 00:00:00,,19.6,0.4,5,,,,-2.6,99,
-118.17627777777778,50.958222222222226,1176755.2020.12.6,,2,,,,,1176755,,,,78,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.6,-0.7,,0,,2020-12-06 00:00:00,,18.7,0,6,,,,-1.9,96,
-118.17627777777778,50.958222222222226,1176755.2020.12.7,,2,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.8,0.9,,0,,2020-12-07 00:00:00,M,17.1,8.9,7,,,42,0.1,,7
-118.17627777777778,50.958222222222226,1176755.2020.12.8,,3,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,3,1.7,,0,,2020-12-08 00:00:00,M,16.3,15.3,8,,,35,0.5,,18
-118.17627777777778,50.958222222222226,1176755.2020.12.9,,2,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,5,2.7,,0,,2020-12-09 00:00:00,M,15.3,0.2,9,,,,0.4,,
-118.17627777777778,50.958222222222226,1176755.2020.12.10,,1,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.4,0.7,,0,,2020-12-10 00:00:00,M,17.3,0.1,10,,,,-1,,
-118.17627777777778,50.958222222222226,1176755.2020.12.11,,1,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-0.4,-1.7,,0,,2020-12-11 00:00:00,M,19.7,0,11,,,35,-3,,3
-118.17627777777778,50.958222222222226,1176755.2020.12.12,,1,,,,,1176755,,,,69,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-1.6,-2.8,,0,,2020-12-12 00:00:00,,20.8,0,12,,,36,-4.1,89,2
-118.17627777777778,50.958222222222226,1176755.2020.12.13,,1,,,,,1176755,,,,62,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-0.3,-2,,0,,2020-12-13 00:00:00,,20,0,13,,,,-3.6,91,
-118.17627777777778,50.958222222222226,1176755.2020.12.14,,1,,,,,1176755,,,,85,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-0.3,-1.4,,0,,2020-12-14 00:00:00,,19.4,1.6,14,,,,-2.4,100,
-118.17627777777778,50.958222222222226,1176755.2020.12.15,,4,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.5,0.1,,0,,2020-12-15 00:00:00,M,17.9,9.3,15,,,49,-1.3,,19
-118.17627777777778,50.958222222222226,1176755.2020.12.16,,8,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.6,1.3,,0,,2020-12-16 00:00:00,M,16.7,2.2,16,,,31,0,,13
-118.17627777777778,50.958222222222226,1176755.2020.12.17,,5,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.7,1.2,,0,,2020-12-17 00:00:00,M,16.8,10,17,,,33,-0.3,,15
-118.17627777777778,50.958222222222226,1176755.2020.12.18,,5,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.5,2.3,,0,,2020-12-18 00:00:00,M,15.7,3.5,18,,,59,0,,18
-118.17627777777778,50.958222222222226,1176755.2020.12.19,,1,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,4.1,1.7,,0,,2020-12-19 00:00:00,M,16.3,9.5,19,,,54,-0.7,,20
-118.17627777777778,50.958222222222226,1176755.2020.12.20,,0,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,5.3,3,,0,,2020-12-20 00:00:00,M,15,2.7,20,,,51,0.6,,18
-118.17627777777778,50.958222222222226,1176755.2020.12.21,,,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,1.3,0.7,,0,,2020-12-21 00:00:00,M,17.3,11.9,21,,,48,0,,32
-118.17627777777778,50.958222222222226,1176755.2020.12.22,,15,,,,,1176755,,,,62,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,2.8,-0.8,,0,,2020-12-22 00:00:00,,18.8,3.1,22,,,53,-4.4,93,31
-118.17627777777778,50.958222222222226,1176755.2020.12.23,,13,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-2,-4.3,,0,,2020-12-23 00:00:00,M,22.3,0,23,,,,-6.6,,
-118.17627777777778,50.958222222222226,1176755.2020.12.24,,12,,,,,1176755,,,,65,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-1,-3,,0,,2020-12-24 00:00:00,,21,0,24,,,,-4.9,85,
-118.17627777777778,50.958222222222226,1176755.2020.12.25,,10,,,,,1176755,,,,66,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-2.6,-4.1,,0,,2020-12-25 00:00:00,,22.1,0.8,25,,,,-5.6,95,
-118.17627777777778,50.958222222222226,1176755.2020.12.26,,12,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,-1.9,-3,,0,,2020-12-26 00:00:00,M,21,9.1,26,,,,-4,,
-118.17627777777778,50.958222222222226,1176755.2020.12.27,,22,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.8,-0.7,,0,,2020-12-27 00:00:00,M,18.7,2.6,27,,,,-2.2,,
-118.17627777777778,50.958222222222226,1176755.2020.12.28,,21,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.6,-0.5,,0,,2020-12-28 00:00:00,M,18.5,4.8,28,,,,-1.7,,
-118.17627777777778,50.958222222222226,1176755.2020.12.29,,22,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.4,-1.9,,0,,2020-12-29 00:00:00,M,19.9,0,29,,,31,-4.1,,17
-118.17627777777778,50.958222222222226,1176755.2020.12.30,,21,,,,,1176755,,,,80,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0,-0.8,,0,,2020-12-30 00:00:00,,18.8,1.1,30,,,42,-1.6,93,14
-118.17627777777778,50.958222222222226,1176755.2020.12.31,,23,,,M,,1176755,,,,,12,BC,2020,REVELSTOKE AIRPORT AUTO,,,0.3,-1.1,,0,,2020-12-31 00:00:00,M,19.1,2.4,31,,,,-2.6,,
-118.17627777777778,50.958222222222226,1176755.2021.1.1,,22,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.1,0.6,,0,,2021-01-01 00:00:00,M,17.4,5.8,1,,,45,-1,,20
-118.17627777777778,50.958222222222226,1176755.2021.1.2,,18,,,,,1176755,,,,74,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,6.2,4.1,,0,,2021-01-02 00:00:00,,13.9,1.7,2,,,65,1.9,94,18
-118.17627777777778,50.958222222222226,1176755.2021.1.3,,7,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,4.2,1.6,,0,,2021-01-03 00:00:00,M,16.4,1,3,,,38,-1,,21
-118.17627777777778,50.958222222222226,1176755.2021.1.4,,7,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.6,0.8,,0,,2021-01-04 00:00:00,M,17.2,19,4,,,,0,,
-118.17627777777778,50.958222222222226,1176755.2021.1.5,,13,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.9,1.2,,0,,2021-01-05 00:00:00,M,16.8,4.4,5,,,44,-0.5,,17
-118.17627777777778,50.958222222222226,1176755.2021.1.6,,9,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,3.7,2.4,,0,,2021-01-06 00:00:00,M,15.6,1.7,6,,,54,1.2,,17
-118.17627777777778,50.958222222222226,1176755.2021.1.7,,7,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.3,1.2,,0,,2021-01-07 00:00:00,M,16.8,0.3,7,,,,0,,
-118.17627777777778,50.958222222222226,1176755.2021.1.8,,7,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.7,0,,0,,2021-01-08 00:00:00,M,18,0,8,,,,-2.6,,
-118.17627777777778,50.958222222222226,1176755.2021.1.9,,7,,,,,1176755,,,,74,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,0.8,-0.7,,0,,2021-01-09 00:00:00,,18.7,0,9,,,,-2.3,94,
-118.17627777777778,50.958222222222226,1176755.2021.1.10,,7,,,,,1176755,,,,80,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.6,-0.1,,0,,2021-01-10 00:00:00,,18.1,0.3,10,,,,-1.8,97,
-118.17627777777778,50.958222222222226,1176755.2021.1.11,,8,,,,,1176755,,,,85,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,3.1,1.9,,0,,2021-01-11 00:00:00,,16.1,0.8,11,,,32,0.6,98,23
-118.17627777777778,50.958222222222226,1176755.2021.1.12,,6,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,3.7,2.2,,0,,2021-01-12 00:00:00,M,15.8,5.9,12,,,41,0.8,,15
-118.17627777777778,50.958222222222226,1176755.2021.1.13,,4,,,,,1176755,,,,42,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,6.7,3.8,,0,,2021-01-13 00:00:00,,14.2,17.4,13,,,57,0.9,99,6
-118.17627777777778,50.958222222222226,1176755.2021.1.14,,1,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.3,-0.8,,0,,2021-01-14 00:00:00,M,18.8,0.2,14,,,,-3.9,,
-118.17627777777778,50.958222222222226,1176755.2021.1.15,,1,,,,,1176755,,,,72,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,2.7,0.7,,0,,2021-01-15 00:00:00,,17.3,0.5,15,,,33,-1.2,99,9
-118.17627777777778,50.958222222222226,1176755.2021.1.16,,0,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.5,0,,0,,2021-01-16 00:00:00,M,18,0,16,,,,-1.6,,
-118.17627777777778,50.958222222222226,1176755.2021.1.17,,,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1,-0.3,,0,,2021-01-17 00:00:00,M,18.3,5.3,17,,,34,-1.7,,14
-118.17627777777778,50.958222222222226,1176755.2021.1.18,,5,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,3.4,1.5,,0,,2021-01-18 00:00:00,M,16.5,0,18,,,,-0.4,,
-118.17627777777778,50.958222222222226,1176755.2021.1.19,,3,,,,,1176755,,,,77,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1,-0.4,,0,,2021-01-19 00:00:00,,18.4,0.3,19,,,59,-1.8,99,18
-118.17627777777778,50.958222222222226,1176755.2021.1.20,,4,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.4,-2,,0,,2021-01-20 00:00:00,M,20,0,20,,,,-5.4,,
-118.17627777777778,50.958222222222226,1176755.2021.1.21,,4,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,0.1,-4.7,,0,,2021-01-21 00:00:00,M,22.7,0,21,,,,-9.6,,
-118.17627777777778,50.958222222222226,1176755.2021.1.22,,4,,,,,1176755,,,,57,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-3.3,-7.6,,0,,2021-01-22 00:00:00,,25.6,0,22,,,34,-11.9,94,1
-118.17627777777778,50.958222222222226,1176755.2021.1.23,,4,,,,,1176755,,,,54,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-3.6,-7.2,,0,,2021-01-23 00:00:00,,25.2,0,23,,,,-10.7,93,
-118.17627777777778,50.958222222222226,1176755.2021.1.24,,5,,,,,1176755,,,,64,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-3.5,-4.7,,0,,2021-01-24 00:00:00,,22.7,0.2,24,,,,-6,91,
-118.17627777777778,50.958222222222226,1176755.2021.1.25,,6,,,,,1176755,,,,60,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-1.6,-4.4,,0,,2021-01-25 00:00:00,,22.4,0.4,25,,,,-7.2,97,
-118.17627777777778,50.958222222222226,1176755.2021.1.26,,6,,,,,1176755,,,,69,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-0.9,-3.2,,0,,2021-01-26 00:00:00,,21.2,0,26,,,,-5.6,96,
-118.17627777777778,50.958222222222226,1176755.2021.1.27,,5,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-2.3,-3.6,,0,,2021-01-27 00:00:00,M,21.6,3.2,27,,,,-5,,
-118.17627777777778,50.958222222222226,1176755.2021.1.28,,7,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-1.2,-2.7,,0,,2021-01-28 00:00:00,M,20.7,6.7,28,,,,-4.3,,
-118.17627777777778,50.958222222222226,1176755.2021.1.29,,14,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,0.4,-2.6,,0,,2021-01-29 00:00:00,M,20.6,1.4,29,,,,-5.6,,
-118.17627777777778,50.958222222222226,1176755.2021.1.30,,14,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,-0.6,-2,,0,,2021-01-30 00:00:00,M,20,8.7,30,,,,-3.4,,
-118.17627777777778,50.958222222222226,1176755.2021.1.31,,26,,,M,,1176755,,,,,1,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.8,0.5,,0,,2021-01-31 00:00:00,M,17.5,25.4,31,,,,-0.8,,
-118.17627777777778,50.958222222222226,1176755.2021.2.1,,33,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,1.3,0.7,,0,,2021-02-01 00:00:00,M,17.3,27.2,1,,,,0.1,,
-118.17627777777778,50.958222222222226,1176755.2021.2.2,,30,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,7.1,3.6,,0,,2021-02-02 00:00:00,M,14.4,13.7,2,,,51,0.1,,10
-118.17627777777778,50.958222222222226,1176755.2021.2.3,,25,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,5.6,2.4,,0,,2021-02-03 00:00:00,M,15.6,0.3,3,,,,-0.9,,
-118.17627777777778,50.958222222222226,1176755.2021.2.4,,24,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,0.7,-0.7,,0,,2021-02-04 00:00:00,M,18.7,1.8,4,,,,-2.2,,
-118.17627777777778,50.958222222222226,1176755.2021.2.5,,28,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,5.3,1,,0,,2021-02-05 00:00:00,M,17,4.7,5,,,,-3.3,,
-118.17627777777778,50.958222222222226,1176755.2021.2.6,,27,,,M,,1176755,,,,,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,3.1,0.2,,0,,2021-02-06 00:00:00,M,17.8,5,6,,,36,-2.8,,4
-118.17627777777778,50.958222222222226,1176755.2021.2.7,,31,,,,,1176755,,,,59,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,-0.4,-4.3,,0,,2021-02-07 00:00:00,,22.3,0,7,,,46,-8.1,85,34
-118.17627777777778,50.958222222222226,1176755.2021.2.8,,32,,,,,1176755,,,,32,2,BC,2021,REVELSTOKE AIRPORT AUTO,,,-5.2,-8.3,,0,,2021-02-08 00:00:00,,26.3,0,8,,,36,-11.5,79,36
